ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context
Suzhou_0069_m,Suzhou,0069_m,i,,,Cihui,m
Suzhou_006f_n,Suzhou,006f_n,o,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_0069_m,Suzhou,0069_m,i,,,Cihui,m
Suzhou_026a_n,Suzhou,026a_n,ɪ,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0252_n,Suzhou,0252_n,ɒ,,,Cihui,n
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_1d07_n,Suzhou,1d07_n,ᴇ,,,Cihui,n
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_00f8_n,Suzhou,00f8_n,ø,,,Cihui,n
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0259_n,Suzhou,0259_n,ə,,,Cihui,n
Suzhou_006e_c,Suzhou,006e_c,n,,,Cihui,c
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0061_n,Suzhou,0061_n,a,,,Cihui,n
Suzhou_014b_c,Suzhou,014b_c,ŋ,,,Cihui,c
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0252_n,Suzhou,0252_n,ɒ,,,Cihui,n
Suzhou_014b_c,Suzhou,014b_c,ŋ,,,Cihui,c
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0061_n,Suzhou,0061_n,a,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_0075_m,Suzhou,0075_m,u,,,Cihui,m
Suzhou_0264_n,Suzhou,0264_n,ɤ,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_0079_n,Suzhou,0079_n,y,,,Cihui,n
Suzhou_0079_m,Suzhou,0079_m,y,,,Cihui,m
Suzhou_0259_n,Suzhou,0259_n,ə,,,Cihui,n
Suzhou_006e_c,Suzhou,006e_c,n,,,Cihui,c
Suzhou_0079_m,Suzhou,0079_m,y,,,Cihui,m
Suzhou_0061_n,Suzhou,0061_n,a,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_0079_m,Suzhou,0079_m,y,,,Cihui,m
Suzhou_0264_n,Suzhou,0264_n,ɤ,,,Cihui,n
Suzhou_0294_c,Suzhou,0294_c,ʔ,,,Cihui,c
Suzhou_006c-0329_n,Suzhou,006c-0329_n,l̩,,,Cihui,n
Suzhou_006d-0329_n,Suzhou,006d-0329_n,m̩,,,Cihui,n
Suzhou_006e-0329_n,Suzhou,006e-0329_n,n̩,,,Cihui,n
Suzhou_014b-030d_n,Suzhou,014b-030d_n,ŋ̍,,,Cihui,n
Suzhou_2074-2074_t/ip,Suzhou,2074-2074_t/ip,⁴⁴,,,Cihui,t/ip
Suzhou_00b2-2074_t/ap,Suzhou,00b2-2074_t/ap,²⁴,,,Cihui,t/ap
Suzhou_2074-00b9_t/s,Suzhou,2074-00b9_t/s,⁴¹,,,Cihui,t/s
Suzhou_2075-00b9-00b3_t/iq,Suzhou,2075-00b9-00b3_t/iq,⁵¹³,,,Cihui,t/iq
Suzhou_00b3-00b9_t/aq,Suzhou,00b3-00b9_t/aq,³¹,,,Cihui,t/aq
Suzhou_2074_t/ir,Suzhou,2074_t/ir,⁴,,,Cihui,t/ir
Suzhou_00b2-00b3_t/ar,Suzhou,00b2-00b3_t/ar,²³,,,Cihui,t/ar
Kunming_0070_i,Kunming,0070_i,p,,,Cihui,i
Kunming_0070-2019_i,Kunming,0070-2019_i,p’,,,Cihui,i
Kunming_006d_i,Kunming,006d_i,m,,,Cihui,i
Kunming_0066_i,Kunming,0066_i,f,,,Cihui,i
Kunming_0074_i,Kunming,0074_i,t,,,Cihui,i
Kunming_0074-2019_i,Kunming,0074-2019_i,t’,,,Cihui,i
Kunming_006e_i,Kunming,006e_i,n,,,Cihui,i
Kunming_006c_i,Kunming,006c_i,l,,,Cihui,i
Kunming_0074-0073_i,Kunming,0074-0073_i,ts,,,Cihui,i
Kunming_0074-0073-2019_i,Kunming,0074-0073-2019_i,ts’,,,Cihui,i
Kunming_0073_i,Kunming,0073_i,s,,,Cihui,i
Kunming_0074-0282_i,Kunming,0074-0282_i,tʂ,,,Cihui,i
Kunming_0074-0282-2019_i,Kunming,0074-0282-2019_i,tʂ’,,,Cihui,i
Kunming_0282_i,Kunming,0282_i,ʂ,,,Cihui,i
Kunming_0290_i,Kunming,0290_i,ʐ,,,Cihui,i
Kunming_0074-0255_i,Kunming,0074-0255_i,tɕ,,,Cihui,i
Kunming_0074-0255-2019_i,Kunming,0074-0255-2019_i,tɕ’,,,Cihui,i
Kunming_0255_i,Kunming,0255_i,ɕ,,,Cihui,i
Kunming_006b_i,Kunming,006b_i,k,,,Cihui,i
Kunming_006b-2019_i,Kunming,006b-2019_i,k’,,,Cihui,i
Kunming_0078_i,Kunming,0078_i,x,,,Cihui,i
Kunming_027f_n,Kunming,027f_n,ɿ,,,Cihui,n
Kunming_0285_n,Kunming,0285_n,ʅ,,,Cihui,n
Kunming_0061_n,Kunming,0061_n,a,,,Cihui,n
Kunming_025b_n,Kunming,025b_n,ɛ,,,Cihui,n
Kunming_0065_n,Kunming,0065_n,e,,,Cihui,n
Kunming_006f_n,Kunming,006f_n,o,,,Cihui,n
Kunming_0259_n,Kunming,0259_n,ə,,,Cihui,n
Kunming_0061-0075_n,Kunming,0061-0075_n,au,,,Cihui,n
Kunming_0259-0075_n,Kunming,0259-0075_n,əu,,,Cihui,n
Kunming_00e3_n,Kunming,00e3_n,ã,,,Cihui,n
Kunming_0259-0303_n,Kunming,0259-0303_n,ə̃,,,Cihui,n
Kunming_006f_n,Kunming,006f_n,o,,,Cihui,n
Kunming_014b_c,Kunming,014b_c,ŋ,,,Cihui,c
Kunming_0069_n,Kunming,0069_n,i,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_0061_n,Kunming,0061_n,a,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_025b_n,Kunming,025b_n,ɛ,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_0065_n,Kunming,0065_n,e,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_006f_n,Kunming,006f_n,o,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_0061-0075_n,Kunming,0061-0075_n,au,,,Cihui,n
Kunming_0069_n,Kunming,0069_n,i,,,Cihui,n
Kunming_00e3_m,Kunming,00e3_m,ã,,,Cihui,m
Kunming_0129_n,Kunming,0129_n,ĩ,,,Cihui,n
Kunming_0069_m,Kunming,0069_m,i,,,Cihui,m
Kunming_006f_n,Kunming,006f_n,o,,,Cihui,n
Kunming_014b_c,Kunming,014b_c,ŋ,,,Cihui,c
Kunming_0075_n,Kunming,0075_n,u,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_0061_n,Kunming,0061_n,a,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_025b_n,Kunming,025b_n,ɛ,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_0065_n,Kunming,0065_n,e,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_006f_n,Kunming,006f_n,o,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_00e3_n,Kunming,00e3_n,ã,,,Cihui,n
Kunming_0075_m,Kunming,0075_m,u,,,Cihui,m
Kunming_0259-0303_n,Kunming,0259-0303_n,ə̃,,,Cihui,n
Kunming_2074-2074_t/ip,Kunming,2074-2074_t/ip,⁴⁴,,,Cihui,t/ip
Kunming_00b3-00b9_t/ap,Kunming,00b3-00b9_t/ap,³¹,,,Cihui,t/ap
Kunming_2075-00b3_t/s,Kunming,2075-00b3_t/s,⁵³,,,Cihui,t/s
Kunming_00b9-00b3_t/q,Kunming,00b9-00b3_t/q,¹³,,,Cihui,t/q
Nanchang_0070_i,Nanchang,0070_i,p,,,Cihui,i
Nanchang_0070-2019_i,Nanchang,0070-2019_i,p’,,,Cihui,i
Nanchang_006d_i,Nanchang,006d_i,m,,,Cihui,i
Nanchang_0066_i,Nanchang,0066_i,f,,,Cihui,i
Nanchang_0074_i,Nanchang,0074_i,t,,,Cihui,i
Nanchang_0074-2019_i,Nanchang,0074-2019_i,t’,,,Cihui,i
Nanchang_006c_i,Nanchang,006c_i,l,,,Cihui,i
Nanchang_0074-0073_i,Nanchang,0074-0073_i,ts,,,Cihui,i
Nanchang_0074-0073-2019_i,Nanchang,0074-0073-2019_i,ts’,,,Cihui,i
Nanchang_0073_i,Nanchang,0073_i,s,,,Cihui,i
Nanchang_0074-0255_i,Nanchang,0074-0255_i,tɕ,,,Cihui,i
Nanchang_0074-0255-2019_i,Nanchang,0074-0255-2019_i,tɕ’,,,Cihui,i
Nanchang_0235_i,Nanchang,0235_i,ȵ,,,Cihui,i
Nanchang_0255_i,Nanchang,0255_i,ɕ,,,Cihui,i
Nanchang_006b_i,Nanchang,006b_i,k,,,Cihui,i
Nanchang_006b-2019_i,Nanchang,006b-2019_i,k’,,,Cihui,i
Nanchang_014b_i,Nanchang,014b_i,ŋ,,,Cihui,i
Nanchang_0068_i,Nanchang,0068_i,h,,,Cihui,i
Nanchang_027f_n,Nanchang,027f_n,ɿ,,,Cihui,n
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_0259_n,Nanchang,0259_n,ə,,,Cihui,n
Nanchang_0061-0069_n,Nanchang,0061-0069_n,ai,,,Cihui,n
Nanchang_0065-0069_n,Nanchang,0065-0069_n,ei,,,Cihui,n
Nanchang_0061-0075_n,Nanchang,0061-0075_n,au,,,Cihui,n
Nanchang_025b-0075_n,Nanchang,025b-0075_n,ɛu,,,Cihui,n
Nanchang_0259-0075_n,Nanchang,0259-0075_n,əu,,,Cihui,n
Nanchang_0069_n,Nanchang,0069_n,i,,,Cihui,n
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_025b-0075_n,Nanchang,025b-0075_n,ɛu,,,Cihui,n
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0061-0069_n,Nanchang,0061-0069_n,ai,,,Cihui,n
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0069_n,Nanchang,0069_n,i,,,Cihui,n
Nanchang_0079_n,Nanchang,0079_n,y,,,Cihui,n
Nanchang_0079_m,Nanchang,0079_m,y,,,Cihui,m
Nanchang_006f_n,Nanchang,006f_n,o,,,Cihui,n
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_006f_n,Nanchang,006f_n,o,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0259_n,Nanchang,0259_n,ə,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0069_n,Nanchang,0069_n,i,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0069_n,Nanchang,0069_n,i,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0069_n,Nanchang,0069_n,i,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0069_m,Nanchang,0069_m,i,,,Cihui,m
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_014b_c,Nanchang,014b_c,ŋ,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0061_n,Nanchang,0061_n,a,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_025b_n,Nanchang,025b_n,ɛ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0075_m,Nanchang,0075_m,u,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0075_n,Nanchang,0075_n,u,,,Cihui,n
Nanchang_006b_c,Nanchang,006b_c,k,,,Cihui,c
Nanchang_0079_m,Nanchang,0079_m,y,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0079_n,Nanchang,0079_n,y,,,Cihui,n
Nanchang_006e_c,Nanchang,006e_c,n,,,Cihui,c
Nanchang_0079_m,Nanchang,0079_m,y,,,Cihui,m
Nanchang_0254_n,Nanchang,0254_n,ɔ,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_0079_n,Nanchang,0079_n,y,,,Cihui,n
Nanchang_0074_c,Nanchang,0074_c,t,,,Cihui,c
Nanchang_006d-0329_n,Nanchang,006d-0329_n,m̩,,,Cihui,n
Nanchang_006e-0329_n,Nanchang,006e-0329_n,n̩,,,Cihui,n
Nanchang_014b-030d_n,Nanchang,014b-030d_n,ŋ̍,,,Cihui,n
Nanchang_2074-00b2_t/ip,Nanchang,2074-00b2_t/ip,⁴²,,,Cihui,t/ip
Nanchang_00b2-2074_t/ap,Nanchang,00b2-2074_t/ap,²⁴,,,Cihui,t/ap
Nanchang_00b2-00b9-00b3_t/s,Nanchang,00b2-00b9-00b3_t/s,²¹³,,,Cihui,t/s
Nanchang_2075-2075_t/iq,Nanchang,2075-2075_t/iq,⁵⁵,,,Cihui,t/iq
Nanchang_2075_t/r,Nanchang,2075_t/r,⁵,,,Cihui,t/r
Nanchang_2070_t,Nanchang,2070_t,⁰,,,Cihui,t
Fuzhou_0070_i,Fuzhou,0070_i,p,,,Cihui,i
Fuzhou_0070-2019_i,Fuzhou,0070-2019_i,p’,,,Cihui,i
Fuzhou_006d_i,Fuzhou,006d_i,m,,,Cihui,i
Fuzhou_0074_i,Fuzhou,0074_i,t,,,Cihui,i
Fuzhou_0074-2019_i,Fuzhou,0074-2019_i,t’,,,Cihui,i
Fuzhou_006e_i,Fuzhou,006e_i,n,,,Cihui,i
Fuzhou_006c_i,Fuzhou,006c_i,l,,,Cihui,i
Fuzhou_0074-0073_i,Fuzhou,0074-0073_i,ts,,,Cihui,i
Fuzhou_0074-0073-2019_i,Fuzhou,0074-0073-2019_i,ts’,,,Cihui,i
Fuzhou_0073_i,Fuzhou,0073_i,s,,,Cihui,i
Fuzhou_006b_i,Fuzhou,006b_i,k,,,Cihui,i
Fuzhou_006b-2019_i,Fuzhou,006b-2019_i,k’,,,Cihui,i
Fuzhou_014b_i,Fuzhou,014b_i,ŋ,,,Cihui,i
Fuzhou_0078_i,Fuzhou,0078_i,x,,,Cihui,i
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_025b_n,Fuzhou,025b_n,ɛ,,,Cihui,n
Fuzhou_0254_n,Fuzhou,0254_n,ɔ,,,Cihui,n
Fuzhou_0153_n,Fuzhou,0153_n,œ,,,Cihui,n
Fuzhou_0061-0069_n,Fuzhou,0061-0069_n,ai,,,Cihui,n
Fuzhou_0065-0075_n,Fuzhou,0065-0075_n,eu,,,Cihui,n
Fuzhou_0061-0075_n,Fuzhou,0061-0075_n,au,,,Cihui,n
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_0069_n,Fuzhou,0069_n,i,,,Cihui,n
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0065_n,Fuzhou,0065_n,e,,,Cihui,n
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0075_n,Fuzhou,0075_n,u,,,Cihui,n
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_006f-0075_n,Fuzhou,006f-0075_n,ou,,,Cihui,n
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0254_n,Fuzhou,0254_n,ɔ,,,Cihui,n
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0069_n,Fuzhou,0069_n,i,,,Cihui,n
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0061-0069_n,Fuzhou,0061-0069_n,ai,,,Cihui,n
Fuzhou_0079_n,Fuzhou,0079_n,y,,,Cihui,n
Fuzhou_00f8-0079_n,Fuzhou,00f8-0079_n,øy,,,Cihui,n
Fuzhou_0079_m,Fuzhou,0079_m,y,,,Cihui,m
Fuzhou_006f_n,Fuzhou,006f_n,o,,,Cihui,n
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_025b_n,Fuzhou,025b_n,ɛ,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_006f_n,Fuzhou,006f_n,o,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0153_n,Fuzhou,0153_n,œ,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0069_n,Fuzhou,0069_n,i,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0065-0069_n,Fuzhou,0065-0069_n,ei,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0065_n,Fuzhou,0065_n,e,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0069_n,Fuzhou,0069_n,i,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0065-0069_n,Fuzhou,0065-0069_n,ei,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0069_m,Fuzhou,0069_m,i,,,Cihui,m
Fuzhou_0065_n,Fuzhou,0065_n,e,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0075_n,Fuzhou,0075_n,u,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_006f-0075_n,Fuzhou,006f-0075_n,ou,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0254_n,Fuzhou,0254_n,ɔ,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_0061_n,Fuzhou,0061_n,a,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0075_n,Fuzhou,0075_n,u,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_006f-0075_n,Fuzhou,006f-0075_n,ou,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0075_m,Fuzhou,0075_m,u,,,Cihui,m
Fuzhou_006f_n,Fuzhou,006f_n,o,,,Cihui,n
Fuzhou_0294_c,Fuzhou,0294_c,ʔ,,,Cihui,c
Fuzhou_0079_n,Fuzhou,0079_n,y,,,Cihui,n
Fuzhou_014b_c,Fuzhou,014b_c,ŋ,,,Cihui,c
